Beginning Fiscal Year,Ending Fiscal Year,County,School District, Amount of Aid 
2004,2005,Ontario          ,Canandaigua,3741059.18
2004,2005,Ontario          ,East Bloomfield,1168742.73
2004,2005,Ontario          ,Geneva,2962690.93
2004,2005,Ontario          ,Gorham-Middlesex,1502038.54
2004,2005,Ontario          ,Honeoye,924936.95
2004,2005,Ontario          ,Manchester-Shortsville,1014071.36
2004,2005,Ontario          ,Naples,725590.69
2004,2005,Ontario          ,Phelps-Clifton,2409038.46
2004,2005,Ontario          ,Victor,2591951.56
2004,2005,Orange           ,Chester,724801.27
2004,2005,Orange           ,Cornwall,2419613.22
2004,2005,Orange           ,Florida,586178.21
2004,2005,Orange           ,Goshen,1746969.43
2004,2005,Orange           ,Greenwood Lake,471916.52
2004,2005,Orange           ,Highland Falls,1266301.18
2004,2005,Orange           ,Kiryas Jv Ufsd,85215
2004,2005,Orange           ,Middletown,6013673.81
2004,2005,Orange           ,Minisink Valley,4477506.85
2004,2005,Orange           ,Monroe-Woodbury,5297416.29
2004,2005,Orange           ,Newburgh,12817228.98
2004,2005,Orange           ,Pinebush,6688386.52
2004,2005,Orange           ,Port Jervis,3224498.09
2004,2005,Orange           ,Tuxedo,6030
2004,2005,Orange           ,Valley,4928817.11
2004,2005,Orange           ,Warwick Valley,3601715.26
2004,2005,Orange           ,Washingtonville,4638205.68
2004,2005,Orleans          ,Albion,3089560.5
2004,2005,Orleans          ,Holley,1593374.12
2004,2005,Orleans          ,Kendall,1197831.29
2004,2005,Orleans          ,Lyndonville,882886.45
2004,2005,Orleans          ,Medina,2480982.54
2004,2005,Oswego           ,Altmar Parish,1975351.87
2004,2005,Oswego           ,Central Square,5568120.85
2004,2005,Oswego           ,Fulton,4541480.85
2004,2005,Oswego           ,Hannibal,2178768.4
2004,2005,Oswego           ,Mexico,2703113.63
2004,2005,Oswego           ,Oswego,781012.65
2004,2005,Oswego           ,Phoenix,2963317.17
2004,2005,Oswego           ,Pulaski,1393762.65
2004,2005,Oswego           ,Sandy Creek,1138487.85
2004,2005,Otsego           ,Cherry Valley Springfield,530904.65
2004,2005,Otsego           ,Cooperstown,749808.24
2004,2005,Otsego           ,Edmeston,644778.89
2004,2005,Otsego           ,Gilbertsville,638907.78
2004,2005,Otsego           ,Laurens,548640.19
2004,2005,Otsego           ,Milford,500286.48
2004,2005,Otsego           ,Morris,494264.8
2004,2005,Otsego           ,Oneonta,2008201.17
2004,2005,Otsego           ,Otego-Unadilla,1375143.81
2004,2005,Otsego           ,Richfield Springs,666903.7
2004,2005,Otsego           ,Schenevus,399042.76
2004,2005,Otsego           ,Worcester,486191.46
2004,2005,Putnam           ,Brewster,1476140.87
2004,2005,Putnam           ,Carmel,2705061.08
2004,2005,Putnam           ,Garrison,6165
2004,2005,Putnam           ,Haldane,137115.93
2004,2005,Putnam           ,Mahopac,3238854.73
2004,2005,Putnam           ,Putnam Valley,651330.91
2004,2005,Rensselaer       ,Averill Park,3583151.19
2004,2005,Rensselaer       ,Berlin,956586.72
2004,2005,Rensselaer       ,Brunswick Central,1292754.53
2004,2005,Rensselaer       ,East Greenbush,3873559.83
2004,2005,Rensselaer       ,Hoosic Valley,1252452.23
2004,2005,Rensselaer       ,Hoosick Falls,1255865.84
2004,2005,Rensselaer       ,Lansingburgh,2590146.67
2004,2005,Rensselaer       ,North Greenbush Central,2895
2004,2005,Rensselaer       ,Rensselaer,1183721.78
2004,2005,Rensselaer       ,Schodack,1171864.06
2004,2005,Rensselaer       ,Troy,5583679.82
2004,2005,Rensselaer       ,Wynantskill,327970.68
2004,2005,Rockland         ,Clarkstown,1382017.69
2004,2005,Rockland         ,East Ramapo,3926825.84
2004,2005,Rockland         ,Haverstraw-Stony Point,4605352.03
2004,2005,Rockland         ,Nanuet,35880
2004,2005,Rockland         ,Nyack,352240.13
2004,2005,Rockland         ,Pearl River,216519.76
2004,2005,Rockland         ,Ramapo,748233.68
2004,2005,Rockland         ,South Orangetown,53505
2004,2005,Saratoga         ,Ballston Spa,4424201.42
2004,2005,Saratoga         ,Burnt Hills,2999099.21
2004,2005,Saratoga         ,Corinth,1218154.59
2004,2005,Saratoga         ,Edinburg Common,2580
